organization_name,participants_COP28,participants_COP29,participants_total,is_insurance,website_url,search_method,content_source,processing_status,error_message,processed_at
MYTILINEOS S.A.,2,0,2,False,https://en.wikipedia.org/wiki/Evangelos_Mytilineos,wikipedia,wikipedia,completed,,2025-07-30T16:42:32.791892
Astarte Capital Partners,2,0,2,False,https://www.astartecp.com/,bing,website,completed,,2025-07-30T16:42:35.837241
Danaos Management Consultants S.A.,2,0,2,False,https://www.danaos.gr/,bing,website,completed,,2025-07-30T16:42:42.744339
CARE Denmark,1,1,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Denmark,2025-07-30T16:42:43.787494
African Disability Forum,0,2,2,False,https://en.wikipedia.org/wiki/Joint_National_Association_of_Persons_with_Disabilities,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:42:45.453801
Carbon Mapper,1,1,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Carbon_dioxide,2025-07-30T16:42:46.688844
Caritas Internationalis,1,1,2,False,https://en.wikipedia.org/wiki/Caritas_Internationalis,wikipedia,wikipedia,completed,,2025-07-30T16:42:49.507054
East Mediterranean Gas Forum (EMGF),2,0,2,False,https://en.wikipedia.org/wiki/East_Mediterranean_Gas_Forum,wikipedia,wikipedia,completed,,2025-07-30T16:42:50.867701
Uhibbook Publishing,2,0,2,False,https://uhibbook.com/,bing,website,completed,,2025-07-30T16:42:58.731946
"Guangzhou Institute of Energy Conversion, Chinese Academy of Sciences",2,0,2,False,https://en.wikipedia.org/wiki/Praveen_Linga,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:43:01.282491
Handicap International - Humanity & Inclusion *,2,0,2,False,https://en.wikipedia.org/wiki/Humanity_&_Inclusion,wikipedia,wikipedia,completed,,2025-07-30T16:43:02.941415
Lancaster University,2,0,2,False,https://en.wikipedia.org/wiki/Lancaster_University,wikipedia,wikipedia,completed,,2025-07-30T16:43:05.358407
Harper Adams University *,2,0,2,False,https://en.wikipedia.org/wiki/Harper_Adams_University,wikipedia,wikipedia,completed,,2025-07-30T16:43:07.628844
Hip Hop Caucus Education Fund *,2,0,2,False,https://en.wikipedia.org/wiki/Hip_Hop_Caucus,wikipedia,wikipedia,completed,,2025-07-30T16:43:09.272072
Solar Geoengineering Non-Use Agreement,2,0,2,False,https://www.solargeoeng.org/,bing,website,completed,,2025-07-30T16:43:15.214104
Embassy of Colombia in Azerbaijan,0,2,2,False,https://br.usembassy.gov/pt/u-s-consulate-general-in-rio-de-janeiro-pt/,bing,website,completed,,2025-07-30T16:43:20.697405
ONG Ivoire Forest,1,1,2,False,https://en.wikipedia.org/wiki/List_of_airline_codes,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:43:24.804385
Audencia Business School,2,0,2,False,https://en.wikipedia.org/wiki/Audencia_Business_School,wikipedia,wikipedia,completed,,2025-07-30T16:43:26.841915
Arab Development,2,0,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Arabs,2025-07-30T16:43:28.200791
Sahel Agriculture Services,2,0,2,False,https://en.wikipedia.org/wiki/Alliance_of_Sahel_States,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:43:30.396155
Volta Aluminum Company Limited,2,0,2,False,https://en.wikipedia.org/wiki/Volta_Aluminum_Company,wikipedia,wikipedia,completed,,2025-07-30T16:43:32.491435
Roads and Transport Committee of Parliament,2,0,2,False,https://en.wikipedia.org/wiki/Road_transport,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:43:34.610323
Ghana National Gas Company,2,0,2,False,https://en.wikipedia.org/wiki/Ghana_National_Gas_Company,wikipedia,wikipedia,completed,,2025-07-30T16:43:36.110639
Ghana Hydrooogical Authority,2,0,2,False,https://www.gbcghanaonline.com/general/accra-works-and-housing-minister-inaugurates-ghana-hydrological-authority-governing-board/2023/,bing,website,completed,,2025-07-30T16:43:41.338005
oman,2,0,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Oman,2025-07-30T16:43:41.340603
OmanLNG,2,0,2,False,http://omanlng.co.om/en/Pages/home.aspx,bing,website,completed,,2025-07-30T16:43:50.345081
Energy development Oman,2,0,2,False,https://en.wikipedia.org/wiki/Petroleum_Development_Oman,wikipedia,wikipedia,completed,,2025-07-30T16:43:52.149803
freelancer,2,0,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Freelancer,2025-07-30T16:43:52.153292
Türkiye Vakıflar Bankası,0,2,2,False,https://en.wikipedia.org/wiki/VakıfBank,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:43:54.333164
CMS Türkiye,0,2,2,False,https://en.wikipedia.org/wiki/List_of_airline_codes,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:43:57.879245
Energy Development Oman,2,0,2,False,https://en.wikipedia.org/wiki/Petroleum_Development_Oman,wikipedia,wikipedia,completed,,2025-07-30T16:43:58.025840
OLNG,2,0,2,False,https://en.wikipedia.org/wiki/Oman_LNG,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:44:00.472523
"Ajinomoto Co., Inc.",0,2,2,False,https://www.ajinomoto.com.br/,bing,website,completed,,2025-07-30T16:44:05.580667
CVF/V20 Secretariat hosted in UNC,2,0,2,,,,,failed,Não foi possível encontrar website para CVF/V20 Secretariat hosted in UNC,2025-07-30T16:44:06.264480
William Carey International University,1,1,2,False,https://en.wikipedia.org/wiki/William_Carey_University,wikipedia,wikipedia,completed,,2025-07-30T16:44:08.481488
China Energy Conservation and Environmental Protection Group,1,1,2,False,https://en.wikipedia.org/wiki/China_Energy_Conservation_and_Environmental_Protection_Group,wikipedia,wikipedia,completed,,2025-07-30T16:44:10.572645
Fidelity Bank,2,0,2,False,https://en.wikipedia.org/wiki/Fidelity_Bank,wikipedia,wikipedia,completed,,2025-07-30T16:44:11.893656
Asaase Yaa and Friends Network,2,0,2,False,https://asaaaeyaanetwork.org/,bing,website,completed,,2025-07-30T16:44:14.761038
Catalytic Finance Foundation,1,1,2,False,https://en.wikipedia.org/wiki/Catalytic_Finance_Foundation,wikipedia,wikipedia,completed,,2025-07-30T16:44:16.622228
Greenish,0,2,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Greenish,2025-07-30T16:44:17.556484
Global Shea Alliannce,2,0,2,False,https://globalshea.com/,bing,website,completed,,2025-07-30T16:44:22.713098
City of Des Moines,2,0,2,False,"https://en.wikipedia.org/wiki/Des_Moines,_Iowa",wikipedia,wikipedia,completed,,2025-07-30T16:44:25.240877
Tottori Prefecture,2,0,2,False,https://en.wikipedia.org/wiki/Tottori_Prefecture,wikipedia,wikipedia,completed,,2025-07-30T16:44:26.618661
"China Center for Urban Development, National Development and Reform Commission of China",2,0,2,False,https://en.wikipedia.org/wiki/National_Development_and_Reform_Commission,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:44:28.620138
PlantWorks,2,0,2,False,https://rgpro.plantworksuk.co.uk/about-us/,bing,website,completed,,2025-07-30T16:44:35.842079
Burness,2,0,2,False,https://en.wikipedia.org/wiki/Burness,wikipedia,wikipedia,completed,,2025-07-30T16:44:37.823612
"IDEAS for Us, Inc.",2,0,2,False,https://ideasforus.org/,bing,website,completed,,2025-07-30T16:44:46.506152
GiveDirectly,2,0,2,False,https://en.wikipedia.org/wiki/GiveDirectly,wikipedia,wikipedia,completed,,2025-07-30T16:44:47.830141
Métis Nation of Ontario,2,0,2,False,https://en.wikipedia.org/wiki/Métis_Nation_of_Ontario,wikipedia,wikipedia,completed,,2025-07-30T16:44:49.190263
China Environmental Protection Group,1,1,2,False,https://en.wikipedia.org/wiki/Environmental_protection,wikipedia,wikipedia,completed,,2025-07-30T16:44:50.710828
Climate Action Network Latin America,0,2,2,False,https://en.wikipedia.org/wiki/Climate_Action_Network_Latin_America,wikipedia,wikipedia,completed,,2025-07-30T16:44:52.183551
General Fusion,2,0,2,False,https://en.wikipedia.org/wiki/General_Fusion,wikipedia,wikipedia,completed,,2025-07-30T16:44:54.250052
Sultan Qaboos University,2,0,2,False,https://en.wikipedia.org/wiki/Sultan_Qaboos_University,wikipedia,wikipedia,completed,,2025-07-30T16:44:55.632048
OMAN LNG,2,0,2,False,https://en.wikipedia.org/wiki/Oman_LNG,wikipedia,wikipedia,completed,,2025-07-30T16:44:55.634247
Galaxy way adv,2,0,2,False,https://en.wikipedia.org/wiki/The_Adventures_of_the_Galaxy_Rangers,wikipedia,wikipedia,completed,,2025-07-30T16:44:58.039666
Environment Society of Oman,2,0,2,False,https://en.wikipedia.org/wiki/Oman_LNG,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:45:00.390350
OMAN,2,0,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Oman,2025-07-30T16:45:00.392027
jindal shadeed,2,0,2,False,https://jindalshadeed.com/,bing,website,completed,,2025-07-30T16:45:05.354462
freelance,2,0,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Freelancer,2025-07-30T16:45:05.356584
Innovision Engineering Consultancy,2,0,2,False,http://www.innovision-engineering.com/,bing,website,completed,,2025-07-30T16:45:07.659311
VNV Advisory Services Pvt,2,0,2,False,https://vnv.earth/Team/,bing,website,completed,,2025-07-30T16:45:10.003847
esmiyor,1,1,2,,,,,failed,Não foi possível encontrar website para esmiyor,2025-07-30T16:45:10.610933
Indigenous Research and Training Institute - IEPÉ,2,0,2,False,https://en.wikipedia.org/wiki/São_Paulo,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:45:14.490497
Indigenous Peoples Rights International Inc. *,2,0,2,False,https://en.wikipedia.org/wiki/Declaration_on_the_Rights_of_Indigenous_Peoples,wikipedia,wikipedia,completed,,2025-07-30T16:45:16.705383
Huni Kui Nation,2,0,2,False,https://en.wikipedia.org/wiki/Naziha_Mestaoui,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:45:19.060780
Sintracarbon,2,0,2,False,https://sintracarbon.org/,bing,website,completed,,2025-07-30T16:45:21.759922
Communications and press Secretary,0,2,2,False,https://en.wikipedia.org/wiki/Press_secretary,wikipedia,wikipedia,completed,,2025-07-30T16:45:23.826330
"Institute Society, Population and Nature",2,0,2,False,https://en.wikipedia.org/wiki/List_of_countries_and_dependencies_by_population,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:45:26.145445
Institute of Environmental Science for Social Change,2,0,2,False,https://en.wikipedia.org/wiki/Environmental_social_science,wikipedia,wikipedia,completed,,2025-07-30T16:45:27.827396
Insurance Development Forum *,2,0,2,True,https://igiinsurance.com.pk/types-of-insurance-in-pakistan/,bing,website,completed,,2025-07-30T16:45:33.823011
Instituto Torcuato Di Tella,2,0,2,False,https://en.wikipedia.org/wiki/Torcuato_di_Tella,wikipedia,wikipedia,completed,,2025-07-30T16:45:35.478060
National center for climate change strategy and international cooperation,0,2,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Climate_change,2025-07-30T16:45:35.479346
Ghana Water Company Limited,2,0,2,False,https://en.wikipedia.org/wiki/Ghana_Water_Company,wikipedia,wikipedia,completed,,2025-07-30T16:45:37.671307
Global Centre for Climate Mobility,1,1,2,False,"https://en.wikipedia.org/wiki/Wuppertal_Institute_for_Climate,_Environment_and_Energy",wikipedia_fallback,wikipedia,completed,,2025-07-30T16:45:39.406247
Global Strategic Communications Council (GSCC),1,1,2,,,,,failed,Não foi possível encontrar website para Global Strategic Communications Council (GSCC),2025-07-30T16:45:40.054133
Center for Management and Strategic Studies,0,2,2,False,https://en.wikipedia.org/wiki/Strategic_management,wikipedia,wikipedia,completed,,2025-07-30T16:45:42.409904
Commission on Human Rights of the Philippines,0,2,2,False,https://en.wikipedia.org/wiki/Commission_on_Human_Rights_(Philippines),wikipedia,wikipedia,completed,,2025-07-30T16:45:44.849953
Development Bank Ghana,2,0,2,False,https://en.wikipedia.org/wiki/Development_Bank_Ghana,wikipedia,wikipedia,completed,,2025-07-30T16:45:47.182125
CARPO,1,1,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Carpo,2025-07-30T16:45:47.900673
EcoCare Ghana,2,0,2,False,http://www.ecocareghana.org/,bing,website,completed,,2025-07-30T16:45:51.547134
Tamdeen Youth Foundation,2,0,2,False,https://tamdeen-ye.org/en/,bing,website,completed,,2025-07-30T16:45:56.115018
Improve Your Society Organization (IYSO),2,0,2,,,,,failed,Não foi possível encontrar website para Improve Your Society Organization (IYSO),2025-07-30T16:45:56.840047
APIB,2,0,2,False,https://apiboficial.org/,bing,website,completed,,2025-07-30T16:46:00.114532
Bost,2,0,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Bost,2025-07-30T16:46:00.118039
ANGRY,0,2,2,False,https://en.wikipedia.org/wiki/Anger,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:46:05.382941
Center for Indigenous Peoples Research and Development (CIPRED),0,2,2,False,https://en.wikipedia.org/wiki/Guadalajara,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:46:09.434300
CIPRED,1,1,2,False,https://en.wikipedia.org/wiki/Morgan_Ciprès,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:46:12.374894
"""Deutsche Gesellschaft für  Internationale Zusammenarbeit (GIZ) GmbH""",2,0,2,False,https://en.wikipedia.org/wiki/Paul_Hugo_Suding,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:46:14.925608
BLE,2,0,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/BLE,2025-07-30T16:46:15.388931
Ecobak Ghana PLC,2,0,2,,,,,failed,Não foi possível encontrar website para Ecobak Ghana PLC,2025-07-30T16:46:16.012708
"Faculty of Public Health, University of Sao Paulo",2,0,2,False,https://en.wikipedia.org/wiki/University_of_São_Paulo,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:46:18.839929
Institut de Recherche pour le Développement,2,0,2,False,https://en.wikipedia.org/wiki/Research_Institute_for_Development,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:46:21.215302
Innovation Towards the Future *,2,0,2,False,https://www.innovation-future.org/,bing,website,completed,,2025-07-30T16:46:24.436427
Zero Petroleum,2,0,2,False,https://en.wikipedia.org/wiki/Zero_(corporation),wikipedia,wikipedia,completed,,2025-07-30T16:46:25.609570
Institute for Transportation and Development Policy,2,0,2,False,https://en.wikipedia.org/wiki/Institute_for_Transportation_and_Development_Policy,wikipedia,wikipedia,completed,,2025-07-30T16:46:27.164020
The Aspen International Mountain Foundation,2,0,2,False,https://en.wikipedia.org/wiki/Aspen_Mountain_(ski_area),wikipedia,wikipedia,completed,,2025-07-30T16:46:29.899559
Hubei University,2,0,2,False,https://en.wikipedia.org/wiki/Hubei_University,wikipedia,wikipedia,completed,,2025-07-30T16:46:31.852576
Instituto Ethos de Empresas e Responsabilidade Social,2,0,2,False,https://www.ethos.org.br/,bing,website,completed,,2025-07-30T16:46:36.471832
China Meat Association,2,0,2,False,https://www.chinameat.net/,bing,website,completed,,2025-07-30T16:46:40.571552
Center for support of indigenous peoples of the North,1,1,2,False,https://en.wikipedia.org/wiki/Indigenous_peoples_of_the_Americas,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:46:40.573911
SMA Solar Technology AG,2,0,2,False,https://en.wikipedia.org/wiki/SMA_Solar_Technology,wikipedia,wikipedia,completed,,2025-07-30T16:46:43.610179
Climate Collective,2,0,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/Climate_change,2025-07-30T16:46:46.069149
Eastern Africa Power Pool (EAPP),2,0,2,False,https://en.wikipedia.org/wiki/Eastern_Africa_Power_Pool,wikipedia,wikipedia,completed,,2025-07-30T16:46:47.730350
Energy for the Common Good,2,0,2,False,https://energycommongood.org/,bing,website,completed,,2025-07-30T16:46:50.795808
Islamic Organization for Food Security *,2,0,2,False,https://en.wikipedia.org/wiki/Islamic_Organisation_for_Food_Security,wikipedia,wikipedia,completed,,2025-07-30T16:46:52.501433
Asuene Inc.,1,1,2,,,,,failed,Não foi possível encontrar website para Asuene Inc.,2025-07-30T16:46:53.161829
Meiji Yasuda Life Insurance Company,0,2,2,True,https://en.wikipedia.org/wiki/Meiji_Yasuda_Life,wikipedia,wikipedia,completed,,2025-07-30T16:46:55.283760
Umovity (Econolite & PTV Group),2,0,2,False,https://www.umovity.com/en,bing,website,completed,,2025-07-30T16:47:00.006933
Thomas and Cook,2,0,2,False,https://en.wikipedia.org/wiki/Thomas_Cook,wikipedia,wikipedia,completed,,2025-07-30T16:47:01.586142
MCI Middle East LLC,2,0,2,False,https://www.wearemci.com/en/about-us/uae,bing,website,completed,,2025-07-30T16:47:07.413610
EREN ENERJİ ELEKTRİK ÜRETİM A.Ş.,0,2,2,False,https://en.wikipedia.org/wiki/Eren_Holding,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:47:13.166266
South Asia Regional Parliamentary Forum,0,2,2,False,https://en.wikipedia.org/wiki/Sanjay_Jaiswal,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:47:17.182222
Centre for 21st century Issues,0,2,2,,,,,failed,Não foi possível extrair conteúdo relevante de https://en.wikipedia.org/wiki/21st_century_genocides,2025-07-30T16:47:17.185737
University of North Carolina,0,2,2,False,https://en.wikipedia.org/wiki/University_of_North_Carolina,wikipedia,wikipedia,completed,,2025-07-30T16:47:21.798358
Gambian Embassy in UAE,2,0,2,False,http://gambiaembassyuae.ae/,bing,website,completed,,2025-07-30T16:47:49.646655
Nature Finance,2,0,2,False,https://en.wikipedia.org/wiki/Finance_Commission,wikipedia,wikipedia,completed,,2025-07-30T16:47:51.686569
Instituto Talanoa,0,2,2,False,https://institutotalanoa.org/,bing,website,completed,,2025-07-30T16:47:59.130464
Igreen Planet,0,2,2,False,https://www.igreenenergy.com.br/,bing,website,completed,,2025-07-30T16:48:04.081670
Centre for Sustainable Rural Development,0,2,2,False,https://en.wikipedia.org/wiki/Sustainable_Development_Goals,wikipedia,wikipedia,completed,,2025-07-30T16:48:05.934949
Coastal Livelihood and Environmental Action Network,1,1,2,False,https://en.wikipedia.org/wiki/Ecosystem_service,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:48:11.900548
Centre for Environmental Justice,1,1,2,False,https://en.wikipedia.org/wiki/Centre_for_Environmental_Justice,wikipedia,wikipedia,completed,,2025-07-30T16:48:16.552044
Carbon Markets Association of India,1,1,2,False,https://en.wikipedia.org/wiki/Carbon_emission_trading,wikipedia_fallback,wikipedia,completed,,2025-07-30T16:48:19.267974
Centre for Community Economics and Development Consultants Society - CECOEDECON,0,2,2,,,,,failed,Não foi possível encontrar website para Centre for Community Economics and Development Consultants Society - CECOEDECON,2025-07-30T16:48:20.054526
